GalaxyName,Class,RadiusKpc,RadiusFraction,aN_over_a0,VobsKms,VbarKms,Predicted_S_tau_source_v01,ModelVelocity_S_tau1,ModelVelocity_SourceRule,AbsLogResidual_S_tau1,AbsLogResidual_SourceRule,DeltaAbsLogResidual_SourceMinusS1,InterpretationGuardrail
NGC5585,A,8.21,0.749088,0.0598766,91.600000000,42.664445971,1.050000000,86.800982402,89.007809224,0.053813332,0.028707162,-0.025106170,post_freeze_velocity_readout_no_refit
NGC5585,A,8.9,0.812044,0.054784,92.300000000,42.490098258,1.050000000,87.732259700,89.994367772,0.050754468,0.025297053,-0.025457415,post_freeze_velocity_readout_no_refit
NGC5585,A,9.57,0.873175,0.049642,90.900000000,41.941738161,1.050000000,88.014409798,90.318043380,0.032259452,0.006422745,-0.025836708,post_freeze_velocity_readout_no_refit
NGC5585,A,10.31,0.940693,0.0452074,89.600000000,41.543217858,1.050000000,88.514287112,90.862840575,0.012191345,0.013995803,0.001804458,post_freeze_velocity_readout_no_refit
NGC5585,A,10.96,1,0.0409843,89.400000000,40.783055305,1.050000000,88.275080263,90.649681511,0.012662831,0.013881742,0.001218910,post_freeze_velocity_readout_no_refit
NGC6503,A,0.76,0.0323404,0.894406,77.000000000,50.169520628,1.075000000,63.724336160,64.740947325,0.189238889,0.173411541,-0.015827348,post_freeze_velocity_readout_no_refit
NGC6503,A,1.52,0.0646809,1.35805,100.000000000,87.427048732,1.075000000,104.793789986,106.096295580,0.046824328,0.059176945,0.012352616,post_freeze_velocity_readout_no_refit
NGC6503,A,2.28,0.0970213,1.21619,110.000000000,101.328984994,1.075000000,123.218470961,124.860182408,0.113478601,0.126714205,0.013235604,post_freeze_velocity_readout_no_refit
NGC6503,A,3.04,0.129362,0.816291,118.000000000,95.857313753,1.075000000,123.456658601,125.526609465,0.045205528,0.061833139,0.016627612,post_freeze_velocity_readout_no_refit
NGC6503,A,3.79,0.161277,0.542735,121.000000000,87.272922204,1.075000000,120.095284854,122.556962052,0.007505077,0.012785373,0.005280295,post_freeze_velocity_readout_no_refit
NGC6503,A,4.55,0.193617,0.382122,121.000000000,80.236642814,1.075000000,117.372465986,120.157652724,0.030438197,0.006985892,-0.023452305,post_freeze_velocity_readout_no_refit
NGC6503,A,5.31,0.225957,0.286656,117.000000000,75.074755744,1.075000000,115.656177500,118.699784132,0.011552132,0.014423548,0.002871416,post_freeze_velocity_readout_no_refit
NGC6503,A,6.07,0.258298,0.224205,116.000000000,70.987683791,1.075000000,114.367902630,117.621419043,0.014169723,0.013880962,-0.000288760,post_freeze_velocity_readout_no_refit
NGC6503,A,6.83,0.290638,0.183535,116.000000000,68.129506823,1.075000000,113.843589846,117.272146073,0.018764704,0.010907077,-0.007857626,post_freeze_velocity_readout_no_refit
NGC6503,A,7.59,0.322979,0.153278,116.000000000,65.633739799,1.075000000,113.317946126,116.894261600,0.023392641,0.007679588,-0.015713053,post_freeze_velocity_readout_no_refit
NGC6503,A,8.35,0.355319,0.128876,115.000000000,63.124205738,1.075000000,112.439721867,116.138385577,0.022514856,0.009850331,-0.012664525,post_freeze_velocity_readout_no_refit
NGC6503,A,9.11,0.38766,0.110832,115.000000000,61.144538595,1.075000000,111.878953393,115.684034503,0.027514615,0.005930506,-0.021584109,post_freeze_velocity_readout_no_refit
NGC6503,A,9.86,0.419574,0.0976976,116.000000000,59.723643978,1.075000000,111.735385529,115.636266146,0.037456744,0.003140563,-0.034316181,post_freeze_velocity_readout_no_refit
NGC6503,A,10.64,0.452766,0.0862875,117.000000000,58.305641237,1.075000000,111.469956565,115.457280215,0.048418828,0.013273342,-0.035145487,post_freeze_velocity_readout_no_refit
NGC6503,A,11.38,0.484255,0.0771757,117.000000000,57.026567493,1.075000000,111.142769173,115.201484299,0.051358351,0.015491302,-0.035867049,post_freeze_velocity_readout_no_refit
NGC6503,A,12.12,0.515745,0.0698064,118.000000000,55.971208670,1.075000000,110.969784434,115.094677616,0.061426673,0.024929551,-0.036497121,post_freeze_velocity_readout_no_refit
NGC6503,A,12.86,0.547234,0.0638092,117.000000000,55.122388374,1.075000000,110.957896299,115.145559393,0.053023118,0.015976873,-0.037046245,post_freeze_velocity_readout_no_refit
NGC6503,A,13.7,0.582979,0.057721,116.000000000,54.111924749,1.075000000,110.765502458,115.014520786,0.046174815,0.008531803,-0.037643012,post_freeze_velocity_readout_no_refit
NGC6503,A,14.44,0.614468,0.0525149,115.000000000,52.989629646,1.075000000,110.177239871,114.466310638,0.042841788,0.004651579,-0.038190209,post_freeze_velocity_readout_no_refit
NGC6503,A,15.18,0.645957,0.0478032,117.000000000,51.835846188,1.075000000,109.448748293,113.769715951,0.066717547,0.027997565,-0.038719982,post_freeze_velocity_readout_no_refit
NGC6503,A,15.91,0.677021,0.043864,116.000000000,50.834084038,1.075000000,108.838447747,113.188775026,0.063725539,0.024533191,-0.039192348,post_freeze_velocity_readout_no_refit
NGC6503,A,16.65,0.708511,0.0407253,115.000000000,50.107785323,1.075000000,108.568363483,112.952906845,0.057552076,0.017961150,-0.039590926,post_freeze_velocity_readout_no_refit
NGC6503,A,17.49,0.744255,0.037328,115.000000000,49.167523326,1.075000000,108.015026021,112.428588723,0.062661781,0.022613875,-0.040047906,post_freeze_velocity_readout_no_refit
NGC6503,A,18.23,0.775745,0.0344545,115.000000000,48.226076452,1.075000000,107.289341454,111.719086329,0.069402818,0.028944566,-0.040458252,post_freeze_velocity_readout_no_refit
NGC6503,A,18.97,0.807234,0.0317144,114.000000000,47.198424232,1.075000000,106.366098780,110.803674371,0.069311543,0.028438512,-0.040873030,post_freeze_velocity_readout_no_refit
NGC6503,A,19.71,0.838723,0.0294947,115.000000000,46.396075265,1.075000000,105.733899834,110.184236677,0.084006569,0.042778285,-0.041228285,post_freeze_velocity_readout_no_refit
NGC6503,A,20.45,0.870213,0.0275655,114.000000000,45.687338509,1.075000000,105.200477606,109.663963038,0.080330608,0.038777640,-0.041552968,post_freeze_velocity_readout_no_refit
NGC6503,A,21.29,0.905957,0.0256255,116.000000000,44.945871334,1.075000000,104.643391142,109.120705127,0.103031896,0.061135535,-0.041896361,post_freeze_velocity_readout_no_refit
NGC6503,A,22.03,0.937447,0.0239968,115.000000000,44.243521560,1.075000000,104.028790084,108.512685223,0.100264440,0.058065048,-0.042199392,post_freeze_velocity_readout_no_refit
NGC6503,A,22.76,0.968511,0.022543,118.000000000,43.587073198,1.075000000,103.443649295,107.932892503,0.131657611,0.089174956,-0.042482655,post_freeze_velocity_readout_no_refit
NGC6503,A,23.5,1,0.0211276,115.000000000,42.877076043,1.075000000,102.738178500,107.227761185,0.112748333,0.069976947,-0.042771386,post_freeze_velocity_readout_no_refit
NGC7331,A,2.67,0.0735335,6.42222,221.000000000,251.978877131,1.050000000,265.106262773,265.762632055,0.181968036,0.184440848,0.002472812,post_freeze_velocity_readout_no_refit
NGC7331,A,3.21,0.0884054,5.88302,237.000000000,264.434751650,1.050000000,279.379392438,280.126624477,0.164510546,0.167181590,0.002671044,post_freeze_velocity_readout_no_refit
NGC7331,A,3.74,0.103002,5.48732,249.000000000,275.665231359,1.050000000,292.278866393,293.109548145,0.160255472,0.163093527,0.002838055,post_freeze_velocity_readout_no_refit
NGC7331,A,4.27,0.117598,4.81161,250.000000000,275.819632786,1.050000000,294.569112778,295.506586777,0.164052736,0.167230209,0.003177473,post_freeze_velocity_readout_no_refit
NGC7331,A,4.81,0.13247,4.19818,253.000000000,273.444263370,1.050000000,294.476690461,295.528311816,0.151810362,0.155375153,0.003564792,post_freeze_velocity_readout_no_refit
NGC7331,A,5.35,0.147342,3.804,257.000000000,274.512984265,1.050000000,297.578244074,298.731507064,0.146601111,0.150469115,0.003868005,post_freeze_velocity_readout_no_refit
NGC7331,A,5.88,0.161939,3.33194,257.000000000,269.341295627,1.050000000,294.790243349,296.062690735,0.137187979,0.141495140,0.004307161,post_freeze_velocity_readout_no_refit
NGC7331,A,6.41,0.176535,2.96273,257.000000000,265.180273079,1.050000000,292.943569713,294.331734544,0.130903911,0.135631395,0.004727484,post_freeze_velocity_readout_no_refit
NGC7331,A,7.48,0.206004,2.32976,257.000000000,254.022759846,1.050000000,286.682107907,288.315075310,0.109297879,0.114977809,0.005679930,post_freeze_velocity_readout_no_refit
NGC7331,A,8.55,0.235472,1.79829,255.000000000,238.604710410,1.050000000,276.586292342,278.485371439,0.081259315,0.088101987,0.006842671,post_freeze_velocity_readout_no_refit
NGC7331,A,9.62,0.264941,1.47648,248.000000000,229.332992720,1.050000000,272.031088797,274.165993600,0.092487611,0.100304993,0.007817382,post_freeze_velocity_readout_no_refit
NGC7331,A,10.66,0.293583,1.24287,247.000000000,221.491360148,1.050000000,268.562683408,270.916249571,0.083696008,0.092421394,0.008725386,post_freeze_velocity_readout_no_refit
NGC7331,A,11.74,0.323327,1.05307,246.000000000,213.958278690,1.050000000,265.382198645,267.953394643,0.075839510,0.085481529,0.009642019,post_freeze_velocity_readout_no_refit
NGC7331,A,12.83,0.353346,0.916963,244.000000000,208.715752233,1.050000000,264.124548816,266.894988645,0.079252542,0.089687055,0.010434512,post_freeze_velocity_readout_no_refit
NGC7331,A,13.91,0.38309,0.804172,242.000000000,203.518465182,1.050000000,262.721130094,265.681263340,0.082155402,0.093359606,0.011204204,post_freeze_velocity_readout_no_refit
NGC7331,A,15,0.413109,0.705618,238.000000000,197.968626858,1.050000000,260.871011666,264.016130907,0.091755403,0.103739530,0.011984126,post_freeze_velocity_readout_no_refit
NGC7331,A,16.08,0.442853,0.626504,236.000000000,193.139344076,1.050000000,259.473418184,262.790121890,0.094822458,0.107523893,0.012701435,post_freeze_velocity_readout_no_refit
NGC7331,A,17.07,0.470118,0.569269,233.000000000,189.688606616,1.050000000,258.933362048,262.395599820,0.105532286,0.118814834,0.013282549,post_freeze_velocity_readout_no_refit
NGC7331,A,18.15,0.499862,0.521799,234.000000000,187.264601620,1.050000000,259.423600897,263.031550861,0.103141135,0.116952875,0.013811740,post_freeze_velocity_readout_no_refit
NGC7331,A,19.24,0.529882,0.483306,236.000000000,185.557851841,1.050000000,260.466873776,264.212324873,0.098643884,0.112921236,0.014277352,post_freeze_velocity_readout_no_refit
NGC7331,A,20.32,0.559625,0.446102,237.000000000,183.208206066,1.050000000,260.776463330,264.654876193,0.095603437,0.110366482,0.014763045,post_freeze_velocity_readout_no_refit
NGC7331,A,21.41,0.589645,0.405491,238.000000000,179.293564943,1.050000000,259.526644750,263.538298740,0.086588701,0.101928030,0.015339329,post_freeze_velocity_readout_no_refit
NGC7331,A,22.49,0.619389,0.369949,240.000000000,175.521892367,1.050000000,258.245168570,262.381332380,0.073270476,0.089159989,0.015889513,post_freeze_velocity_readout_no_refit
NGC7331,A,23.48,0.646654,0.342322,238.000000000,172.517147409,1.050000000,257.379296418,261.622403868,0.078280185,0.094631584,0.016351399,post_freeze_velocity_readout_no_refit
NGC7331,A,24.57,0.676673,0.311752,237.000000000,168.412056041,1.050000000,255.529580571,259.885456798,0.075278037,0.092180842,0.016902805,post_freeze_velocity_readout_no_refit
NGC7331,A,25.65,0.706417,0.285705,236.000000000,164.728520148,1.050000000,253.925218957,258.385053898,0.073208005,0.090619124,0.017411119,post_freeze_velocity_readout_no_refit
NGC7331,A,26.74,0.736436,0.263195,238.000000000,161.430432292,1.050000000,252.583990246,257.141668143,0.059473154,0.077356497,0.017883343,post_freeze_velocity_readout_no_refit
NGC7331,A,27.82,0.76618,0.242469,239.000000000,158.041903462,1.050000000,251.007445324,255.655722417,0.049019049,0.067368153,0.018349104,post_freeze_velocity_readout_no_refit
NGC7331,A,28.91,0.796199,0.222985,239.000000000,154.499860906,1.050000000,249.161976977,253.895082781,0.041639643,0.060457570,0.018817927,post_freeze_velocity_readout_no_refit
NGC7331,A,29.89,0.823189,0.206912,241.000000000,151.328984996,1.050000000,247.403160498,252.206869273,0.026222301,0.045452727,0.019230426,post_freeze_velocity_readout_no_refit
NGC7331,A,30.98,0.853208,0.190961,236.000000000,148.005842891,1.050000000,245.535888271,250.412390540,0.039611316,0.059277316,0.019666000,post_freeze_velocity_readout_no_refit
NGC7331,A,32.06,0.882952,0.177608,236.000000000,145.204147909,1.050000000,244.087911268,249.032099435,0.033696647,0.053749997,0.020053349,post_freeze_velocity_readout_no_refit
NGC7331,A,33.15,0.912972,0.166334,239.000000000,142.888699588,1.050000000,243.074291980,248.083571600,0.016903573,0.037302120,0.020398547,post_freeze_velocity_readout_no_refit
NGC7331,A,34.23,0.942716,0.156119,237.000000000,140.668705404,1.050000000,242.061858761,247.131516429,0.021133167,0.041860509,0.020727342,post_freeze_velocity_readout_no_refit
NGC7331,A,35.32,0.972735,0.146281,241.000000000,138.315115515,1.050000000,240.827295605,245.952904609,0.000716873,0.020343139,0.019626267,post_freeze_velocity_readout_no_refit
NGC7331,A,36.31,1,0.136593,238.000000000,135.517052691,1.050000000,238.884380898,244.052747308,0.003708999,0.025113706,0.021404706,post_freeze_velocity_readout_no_refit
UGC00128,A,1.25,0.0232558,0.0940051,34.100000000,20.859149072,1.050000000,39.288845129,40.210329932,0.141643255,0.164826542,0.023183286,post_freeze_velocity_readout_no_refit
UGC00128,A,3.75,0.0697674,0.0883,78.400000000,35.015627226,1.050000000,66.676320579,68.259355246,0.161974051,0.138509429,-0.023464622,post_freeze_velocity_readout_no_refit
UGC00128,A,6.25,0.116279,0.057401,96.900000000,36.447333236,1.050000000,74.675582420,76.586994879,0.260526355,0.235252236,-0.025274119,post_freeze_velocity_readout_no_refit
UGC00128,A,8.76,0.162977,0.0449629,108.000000000,38.189597406,1.050000000,81.440218659,83.602749722,0.282261989,0.256054816,-0.026207173,post_freeze_velocity_readout_no_refit
UGC00128,A,11.25,0.209302,0.0388136,113.000000000,40.210015543,1.050000000,87.792255724,90.171367734,0.252414526,0.225675873,-0.026738653,post_freeze_velocity_readout_no_refit
UGC00128,A,13.74,0.255628,0.0376663,114.000000000,43.775984855,1.050000000,96.033432996,98.646305403,0.171502057,0.144657668,-0.026844389,post_freeze_velocity_readout_no_refit
UGC00128,A,16.22,0.301767,0.0366878,121.000000000,46.940960259,1.050000000,103.405446081,106.228670372,0.157132915,0.130196507,-0.026936407,post_freeze_velocity_readout_no_refit
UGC00128,A,18.71,0.348093,0.035293,126.000000000,49.447804299,1.050000000,109.593732091,112.601028481,0.139501723,0.112431057,-0.027070666,post_freeze_velocity_readout_no_refit
UGC00128,A,21.3,0.396279,0.0335369,128.000000000,51.430053471,1.050000000,114.900626807,118.074155474,0.107962624,0.080717401,-0.027245223,post_freeze_velocity_readout_no_refit
UGC00128,A,23.79,0.442605,0.0322077,129.000000000,53.265141509,1.050000000,119.751216708,123.075520468,0.074396008,0.047014250,-0.027381758,post_freeze_velocity_readout_no_refit
UGC00128,A,26.28,0.48893,0.0298431,129.000000000,53.889064290,1.050000000,122.588724714,126.023707735,0.050977353,0.023342358,-0.027634995,post_freeze_velocity_readout_no_refit
UGC00128,A,28.77,0.535256,0.0288041,131.000000000,55.394017728,1.050000000,126.698773640,130.264011435,0.033384915,0.005634075,-0.027750840,post_freeze_velocity_readout_no_refit
UGC00128,A,31.25,0.581395,0.0259132,131.000000000,54.758498884,1.050000000,127.274682570,130.900491755,0.028849717,0.000759894,-0.028089824,post_freeze_velocity_readout_no_refit
UGC00128,A,33.74,0.627721,0.0218934,131.000000000,52.299187374,1.050000000,124.658345510,128.276303416,0.049620564,0.021010765,-0.028609799,post_freeze_velocity_readout_no_refit
UGC00128,A,36.23,0.674047,0.0194299,127.000000000,51.054700567,1.050000000,123.841695008,127.481044730,0.025182990,0.003780598,-0.021402391,post_freeze_velocity_readout_no_refit
UGC00128,A,38.82,0.722233,0.0177514,126.000000000,50.513804549,1.050000000,124.142684032,127.824128006,0.014850325,0.014373412,-0.000476913,post_freeze_velocity_readout_no_refit
UGC00128,A,41.31,0.768558,0.0159476,130.000000000,49.390206013,1.050000000,123.255073405,126.948316775,0.053278475,0.023754401,-0.029524073,post_freeze_velocity_readout_no_refit
UGC00128,A,43.8,0.814884,0.0140048,132.000000000,47.658580550,1.050000000,121.129744332,124.803302521,0.085939684,0.056063004,-0.029876680,post_freeze_velocity_readout_no_refit
UGC00128,A,46.28,0.861023,0.0123678,134.000000000,46.037118720,1.050000000,119.041967880,122.692210338,0.118363698,0.088160936,-0.030202762,post_freeze_velocity_readout_no_refit
UGC00128,A,48.77,0.907349,0.0108211,129.000000000,44.205571481,1.050000000,116.407738812,120.017847178,0.102713387,0.072171946,-0.030541440,post_freeze_velocity_readout_no_refit
UGC00128,A,51.26,0.953674,0.00959789,132.000000000,42.681836886,1.050000000,114.219800187,117.796698352,0.144677259,0.113841679,-0.030835579,post_freeze_velocity_readout_no_refit
UGC00128,A,53.75,1,0.00864551,125.000000000,41.481121007,1.050000000,112.553067943,116.106665290,0.104888912,0.073804440,-0.031084471,post_freeze_velocity_readout_no_refit
UGC00191,A,0.62,0.0621242,0.104932,29.900000000,15.520827942,1.075000000,28.675064236,29.661631958,0.041830577,0.008004123,-0.033826454,post_freeze_velocity_readout_no_refit
UGC00191,A,0.87,0.0871743,0.127447,34.400000000,20.262372763,1.075000000,36.164359297,37.357008287,0.050017520,0.082463968,0.032446448,post_freeze_velocity_readout_no_refit
UGC00191,A,1.12,0.112224,0.126878,46.300000000,22.938634441,1.075000000,40.973743382,42.326376553,0.122210505,0.089731510,-0.032478995,post_freeze_velocity_readout_no_refit
UGC00191,A,1.37,0.137275,0.121445,49.800000000,24.820854135,1.075000000,44.683699394,46.173412788,0.108406216,0.075610832,-0.032795383,post_freeze_velocity_readout_no_refit
UGC00191,A,1.62,0.162325,0.112841,57.600000000,26.016995407,1.075000000,47.453153066,49.060864891,0.193779595,0.160460900,-0.033318695,post_freeze_velocity_readout_no_refit
UGC00191,A,2.3,0.230461,0.104419,71.300000000,29.820754518,1.075000000,55.142114589,57.041216594,0.256982573,0.223122223,-0.033860350,post_freeze_velocity_readout_no_refit
UGC00191,A,4.97,0.497996,0.0781301,76.650000000,37.918678774,1.075000000,73.746479738,76.433564810,0.038616344,0.002827676,-0.035788668,post_freeze_velocity_readout_no_refit
UGC00191,A,7.45,0.746493,0.0645218,81.000000000,42.188823757,1.075000000,84.764941422,87.958150247,0.045432876,0.082411981,0.036979105,post_freeze_velocity_readout_no_refit
UGC00191,A,9.98,1,0.0445721,83.850000000,40.584728655,1.075000000,86.669971372,90.126364576,0.033077985,0.072183248,0.039105264,post_freeze_velocity_readout_no_refit
UGC00731,C,0.91,0.0834097,0.00926418,29.600000000,5.587145962,0.850000000,15.022135463,13.606887038,0.678249550,0.777198297,0.098948746,post_freeze_velocity_readout_no_refit
UGC00731,C,1.81,0.165903,0.0143753,44.600000000,9.815528514,0.850000000,24.856314763,22.600196826,0.584622024,0.679775244,0.095153220,post_freeze_velocity_readout_no_refit
UGC00731,C,2.73,0.250229,0.0134863,50.400000000,11.676005310,0.850000000,29.832330795,27.108881972,0.524398444,0.620129753,0.095731309,post_freeze_velocity_readout_no_refit
UGC00731,C,3.64,0.333639,0.0214641,56.800000000,17.008756568,0.850000000,40.660109167,37.112406277,0.334288833,0.425585011,0.091296178,post_freeze_velocity_readout_no_refit
UGC00731,C,4.55,0.417049,0.0216289,60.700000000,19.089269237,0.850000000,45.582203808,41.608263622,0.286426325,0.377644906,0.091218581,post_freeze_velocity_readout_no_refit
UGC00731,C,5.45,0.499542,0.0220124,64.700000000,21.076445383,0.850000000,50.196763990,45.828716199,0.253810639,0.344850316,0.091039676,post_freeze_velocity_readout_no_refit
UGC00731,C,6.36,0.582951,0.0276568,68.000000000,25.520870871,0.850000000,58.735247320,53.753090853,0.146467693,0.235106536,0.088638842,post_freeze_velocity_readout_no_refit
UGC00731,C,7.28,0.667278,0.0374335,71.500000000,31.765963703,0.850000000,69.754818895,64.056490617,0.024710943,0.109932090,0.085221146,post_freeze_velocity_readout_no_refit
UGC00731,C,8.19,0.750687,0.0408588,73.400000000,35.200648432,0.850000000,76.229275044,70.074981052,0.037821640,0.046358109,0.008536469,post_freeze_velocity_readout_no_refit
UGC00731,C,9.09,0.833181,0.0389176,74.000000000,36.192709211,0.850000000,78.987537278,72.568313068,0.065224991,0.019536726,-0.045688265,post_freeze_velocity_readout_no_refit
UGC00731,C,10,0.91659,0.0373425,73.800000000,37.185003025,0.850000000,81.685884837,75.010752565,0.101522487,0.016272739,-0.085249748,post_freeze_velocity_readout_no_refit
UGC00731,C,10.91,1,0.0336744,73.900000000,36.883152658,0.850000000,82.348623794,75.528803123,0.108248917,0.021801254,-0.086447663,post_freeze_velocity_readout_no_refit
UGC02455,C,0.5,0.124069,0.459689,16.900000000,29.173125475,0.850000000,41.307811352,39.487608471,0.893737997,0.848673291,-0.045064706,post_freeze_velocity_readout_no_refit
UGC02455,C,1,0.248139,0.573345,23.900000000,46.075891744,0.850000000,62.820320827,60.308656465,0.966400142,0.925597191,-0.040802951,post_freeze_velocity_readout_no_refit
UGC02455,C,1.51,0.37469,0.565645,28.200000000,56.237535952,0.850000000,76.849219083,73.757466614,1.002523330,0.961460254,-0.041063076,post_freeze_velocity_readout_no_refit
UGC02455,C,2.01,0.498759,0.42297,33.000000000,56.107233936,0.850000000,80.612185846,76.936443060,0.893142266,0.846472105,-0.046670161,post_freeze_velocity_readout_no_refit
UGC02455,C,2.52,0.62531,0.342942,39.100000000,56.568713526,0.850000000,84.367733468,80.197880476,0.769062557,0.718374620,-0.050687937,post_freeze_velocity_readout_no_refit
UGC02455,C,3.02,0.74938,0.292014,43.800000000,57.144095496,0.850000000,87.737677281,83.148640013,0.694717605,0.640996032,-0.053721573,post_freeze_velocity_readout_no_refit
UGC02455,C,3.52,0.873449,0.242142,53.100000000,56.178762891,0.850000000,89.246963153,84.286733114,0.519230466,0.462047547,-0.057182918,post_freeze_velocity_readout_no_refit
UGC02455,C,4.03,1,0.202008,61.000000000,54.903905599,0.850000000,90.154350348,84.866783635,0.390649341,0.330208912,-0.060440430,post_freeze_velocity_readout_no_refit
UGC03580,C,0.11,0.00406504,3.47679,56.200000000,37.631520033,0.825000000,41.056246282,40.456919189,0.313973770,0.328679073,0.014705303,post_freeze_velocity_readout_no_refit
UGC03580,C,0.23,0.00849963,4.94688,64.600000000,64.907568280,0.825000000,69.209607440,68.456750587,0.068925278,0.057987757,-0.010937521,post_freeze_velocity_readout_no_refit
UGC03580,C,0.34,0.0125647,4.82943,70.200000000,77.974664283,0.825000000,83.257344862,82.332875760,0.170588041,0.159422179,-0.011165861,post_freeze_velocity_readout_no_refit
UGC03580,C,0.46,0.0169993,4.27288,71.600000000,85.311024610,0.825000000,91.769402483,90.639186355,0.248183862,0.235791566,-0.012392296,post_freeze_velocity_readout_no_refit
UGC03580,C,0.57,0.0210643,3.64109,71.000000000,87.663496964,0.825000000,95.321764192,93.981567427,0.294578283,0.280418795,-0.014159488,post_freeze_velocity_readout_no_refit
UGC03580,C,0.69,0.0254989,3.16976,69.000000000,89.991914359,0.825000000,98.875280622,97.320691526,0.359752760,0.343905119,-0.015847641,post_freeze_velocity_readout_no_refit
UGC03580,C,0.8,0.0295639,2.87472,67.700000000,92.280174577,0.825000000,102.197204265,100.461724070,0.411818142,0.394690620,-0.017127522,post_freeze_velocity_readout_no_refit
UGC03580,C,0.92,0.0339985,2.60435,66.900000000,94.191053821,0.825000000,105.209993970,103.281679444,0.452759328,0.434261040,-0.018498288,post_freeze_velocity_readout_no_refit
UGC03580,C,1.03,0.0380636,2.41864,66.600000000,96.043934634,0.825000000,108.008460652,105.914668599,0.483504986,0.463929179,-0.019575807,post_freeze_velocity_readout_no_refit
UGC03580,C,1.14,0.0421286,2.2231,66.800000000,96.871842245,0.825000000,109.825425256,107.558548229,0.497188981,0.476332253,-0.020856728,post_freeze_velocity_readout_no_refit
UGC03580,C,1.26,0.0465632,2.02754,67.400000000,97.260279919,0.825000000,111.298223958,108.841583751,0.501568283,0.479248447,-0.022319836,post_freeze_velocity_readout_no_refit
UGC03580,C,1.37,0.0506282,1.85766,68.300000000,97.075504531,0.825000000,112.126748149,109.492780516,0.495720145,0.471948849,-0.023771296,post_freeze_velocity_readout_no_refit
UGC03580,C,1.49,0.0550628,1.68221,69.600000000,96.338427276,0.825000000,112.518636078,109.687099538,0.480354295,0.454867195,-0.025487099,post_freeze_velocity_readout_no_refit
UGC03580,C,1.61,0.0594974,1.53096,71.200000000,95.534689878,0.825000000,112.823920645,109.798305261,0.460335561,0.433152276,-0.027183285,post_freeze_velocity_readout_no_refit
UGC03580,C,1.71,0.0631929,1.4209,72.900000000,94.851881109,0.825000000,113.046900398,109.862772023,0.438714141,0.410143421,-0.028570720,post_freeze_velocity_readout_no_refit
UGC03580,C,1.83,0.0676275,1.30349,74.900000000,93.982020195,0.825000000,113.246156678,109.874932793,0.413409937,0.383188854,-0.030221083,post_freeze_velocity_readout_no_refit
UGC03580,C,1.94,0.0716925,1.20604,77.000000000,93.078000462,0.825000000,113.312082153,109.771117857,0.386340379,0.354592029,-0.031748350,post_freeze_velocity_readout_no_refit
UGC03580,C,2.06,0.0761271,1.11282,79.200000000,92.132339056,0.825000000,113.396983834,109.675670998,0.358918495,0.325551266,-0.033367228,post_freeze_velocity_readout_no_refit
UGC03580,C,2.18,0.0805617,1.03355,81.400000000,91.339842183,0.825000000,113.594071319,109.699581220,0.333256043,0.298370277,-0.034885766,post_freeze_velocity_readout_no_refit
UGC03580,C,2.29,0.0846268,0.974588,83.600000000,90.906356598,0.825000000,114.014396365,109.970489406,0.310281204,0.274168532,-0.036112673,post_freeze_velocity_readout_no_refit
UGC03580,C,2.4,0.0886918,0.924314,85.700000000,90.631919984,0.825000000,114.556777609,110.369927525,0.290217749,0.252984876,-0.037232873,post_freeze_velocity_readout_no_refit
UGC03580,C,2.52,0.0931264,0.875122,87.800000000,90.365030128,0.825000000,115.156102416,110.817664766,0.271227120,0.232824690,-0.038402429,post_freeze_velocity_readout_no_refit
UGC03580,C,2.63,0.0971914,0.833288,89.700000000,90.082679079,0.825000000,115.653127856,111.178299320,0.254124665,0.214664444,-0.039460221,post_freeze_velocity_readout_no_refit
UGC03580,C,2.75,0.101626,0.788446,91.400000000,89.602101984,0.825000000,116.021625826,111.398209154,0.238531125,0.197865773,-0.040665352,post_freeze_velocity_readout_no_refit
UGC03580,C,2.86,0.105691,0.749458,92.800000000,89.088676609,0.825000000,116.276399820,111.518548258,0.225523474,0.183744289,-0.041779185,post_freeze_velocity_readout_no_refit
UGC03580,C,2.98,0.110126,0.709483,94.100000000,88.479955527,0.825000000,116.491603624,111.589565207,0.213461152,0.170469497,-0.042991655,post_freeze_velocity_readout_no_refit
UGC03580,C,3.09,0.114191,0.674788,95.200000000,87.867586003,0.825000000,116.622744614,111.590591857,0.202964378,0.158856802,-0.044107576,post_freeze_velocity_readout_no_refit
UGC03580,C,3.2,0.118256,0.642367,96.100000000,87.243413620,0.825000000,116.726822120,111.567225633,0.194447035,0.149238014,-0.045209021,post_freeze_velocity_readout_no_refit
UGC03580,C,4.52,0.167036,0.383202,97.400000000,80.084559873,0.825000000,117.091144953,110.614992564,0.184126438,0.127229426,-0.056897012,post_freeze_velocity_readout_no_refit
UGC03580,C,4.69,0.173319,0.362091,96.900000000,79.297852745,0.825000000,117.119523851,110.500731407,0.189515466,0.131342621,-0.058172845,post_freeze_velocity_readout_no_refit
UGC03580,C,6.03,0.222838,0.244896,96.800000000,73.946115314,0.825000000,117.230511700,109.655742332,0.191495188,0.124698849,-0.066796339,post_freeze_velocity_readout_no_refit
UGC03580,C,7.53,0.278271,0.177184,105.000000000,70.287074559,0.825000000,118.203812033,109.818382975,0.118450005,0.044867587,-0.073582418,post_freeze_velocity_readout_no_refit
